#z_obs, sigma_z#
1.02000367807, 0.0622637571231
1.07130436743, 0.0624003672341
0.97630144573, 0.0630251673581
0.908212026735, 0.0625568269276
1.00888563151, 0.0621028404612
0.875789968704, 0.0625172697388
0.971234728316, 0.0622546520139
0.855244238669, 0.062844226648
0.94594610767, 0.0620835473605
0.969189355708, 0.0624526817702
1.0567898883, 0.0628351062608
1.01538668422, 0.0624918813847
1.08373753729, 0.0622118841661
0.969800035266, 0.0626840552585
0.888502522934, 0.0621800912886
0.937307251722, 0.0628437084545
0.913599005652, 0.0625568738727
0.974140446776, 0.0620776756573
0.875336964706, 0.0624510100527
0.944233584104, 0.0624901529851
0.923985069262, 0.0625207960529
0.978473679373, 0.0629976870004
1.12232921722, 0.0623257873542
0.983663864579, 0.062054196184
1.04454764911, 0.0626006226065
1.02982031982, 0.0628978642411
1.00833243668, 0.0626231406873
1.04249930337, 0.0624164332099
1.02667601006, 0.06247595962
0.933286860081, 0.0634204937436
0.95623533643, 0.0635322209509
1.02640047509, 0.0631238228322
0.942072159474, 0.0634294212922
0.997757346603, 0.0637188376673
1.05131841883, 0.0636032719235
0.98474707652, 0.0638278643804
0.994355758119, 0.0633256794757
1.09816003632, 0.063286791844
0.993910821752, 0.0634138956503
0.943116409168, 0.0639035010055
1.08182501733, 0.0636288798865
1.03855040396, 0.0639373880194
1.06459683477, 0.0631944713187
0.988798090727, 0.0633113903151
1.08815072499, 0.0639585369475
1.1852584577, 0.0638608908787
0.984215523613, 0.0631081145268
0.9529380676, 0.0633762211433
0.993219792584, 0.0639779167899
1.105815797, 0.0631386459503
1.0231216649, 0.0638152990287
1.05278832895, 0.0637437269548
0.971451055642, 0.063317496797
1.06236250327, 0.0637756195034
1.19323981076, 0.0639439363914
0.987295259975, 0.063741749571
0.986801257402, 0.0636571485266
1.01918382317, 0.0639970380622
1.09745774809, 0.0639866669103
1.05757047644, 0.0639810560514
0.860699376662, 0.0630467764803
0.906297348535, 0.0638599328637
1.14005077769, 0.063444188814
1.06527002427, 0.063382684515
0.989758773562, 0.063277236161
1.01451393627, 0.0636113773383
0.989184072701, 0.0639345385172
1.03248023024, 0.0639396133647
1.08358582849, 0.0645850889363
1.14464050105, 0.0644952868218
0.942717694911, 0.0641387858775
1.1880656427, 0.0648106593101
1.03373348128, 0.0644935426792
1.19736875506, 0.0648348544376
1.04719916314, 0.0642931951399
1.08336991348, 0.0642213297642
1.07971168461, 0.0642512786251
0.982166163421, 0.064393555202
1.0411173783, 0.0642548890837
0.920928681979, 0.064608490077
1.01102707364, 0.0641210075593
1.01244142025, 0.0640979101536
0.981589201596, 0.0644002608409
1.0297922169, 0.0640646748766
0.900835570824, 0.0645322673812
1.04408797242, 0.064173159584
0.938498530614, 0.0642648276183
1.06250619076, 0.0649918470248
1.11841215376, 0.0642049056053
1.11508839379, 0.064470456845
1.13440637463, 0.0646272615429
1.0393333163, 0.0642792014684
0.961341228001, 0.0644430317697
1.0440802908, 0.0643811519051
1.17480142271, 0.06416199328
1.0667009702, 0.0640981944278
0.994845601238, 0.0642576063979
1.09253190886, 0.0641439584794
1.07033122091, 0.0645219408556
0.99242589067, 0.0642005317135
0.918661538754, 0.0641753815
1.0542709824, 0.0642062057797
1.1865836638, 0.0643677439214
1.1003833779, 0.06513176848
1.01118198207, 0.0654439722516
1.21262514474, 0.0653669038632
1.12013194221, 0.065476453813
1.02176470475, 0.0659064088617
1.06733981394, 0.065381409496
1.1188040112, 0.0656864509523
1.08828025949, 0.0656708263092
1.15684069897, 0.0654615388264
1.07335900808, 0.0655134759846
1.05288700618, 0.0652175002667
1.18532368644, 0.0656077204293
1.01697389381, 0.0653708884926
1.11642466497, 0.0659537765063
1.06720945508, 0.065975821266
1.08465165368, 0.0651584266414
0.996107410769, 0.0654486432304
1.15423805784, 0.0655153893094
1.08082554672, 0.0652185392187
